,manga_name,manga_link,volumes,chapters,status,genres,authors,serialization,members,favorite,score,rank,popularity,published 
1297,Tenki Yohou no Koibito,https://myanimelist.net/manga/6518/Tenki_Yohou_no_Koibito,1,5,Finished,"Romance, Shoujo, Supernatural, Psychological","Hagio, Moto (Story & Art)",Petit Flower,837,19,7.821,16092,9833,Nov 1991
1298,Iguana no Musume,https://myanimelist.net/manga/7558/Iguana_no_Musume,1,2,Finished,"Adventure, Seinen","Takahashi, Yoshihiro (Story & Art)",Business Jump,284,8,7.801,17032,17652,2008 to ?
1299,Ginga Nagareboshi Gin - Special Chapter,https://myanimelist.net/manga/9965/Ginga_Nagareboshi_Gin_-_Special_Chapter,4,18,Finished,"Fantasy, Shoujo","Hibiki, Wataru (Story & Art)",LaLa DX,"4,087",47,7.811,16512,2502,"Feb  23, 2008 to Aug  10, 2011"
1300,Shounen Dolls,https://myanimelist.net/manga/10149/Shounen_Dolls,9,33,Publishing,"Comedy, Drama, Historical, Romance, Shoujo","Kim, Hee Eun (Story & Art), Alcott, Louisa May (Story)",    None,"5,478",75,7.811,16522,1851,2005 to 2012
1301,Dear My Girls,https://myanimelist.net/manga/10356/Dear_My_Girls,8,32,Finished,"Shoujo, Supernatural","Suetsugu, Yuki (Story & Art)",Bessatsu Friend,627,4,7.801,17052,11746,"May  13, 1997 to Dec  13, 1999"
1302,Only You: Tobenai Tsubasa,https://myanimelist.net/manga/10901/Only_You__Tobenai_Tsubasa,1,6,Finished,"Comedy, Romance, Shounen Ai","Natsume, Isaku (Story & Art)",Dear+,"3,904",15,7.811,16532,2600,Nov 2003 to Jun 2005
1303,No Color,https://myanimelist.net/manga/13382/No_Color,22,194,Finished,"Action, Historical, Martial Arts, Shounen","Nakamaru, Yousuke (Story & Art)",Shounen Magazine (Weekly),"23,158",580,7.811,16542,347,"May  13, 2009 to Jun  26, 2013"
1304,Gamaran,https://myanimelist.net/manga/14582/Gamaran,1,9,Finished,"Action, Comedy, Drama, Supernatural","Maeda, Jun (Story), GotoP (Art)",Dengeki G's magazine,"4,809",72,7.811,16552,2112,"Sep  30, 2009 to Mar  30, 2010"
1305,Angel Beats!: Track Zero,https://myanimelist.net/manga/16648/Angel_Beats__Track_Zero,Unknown,Unknown,Publishing,"Fantasy, Historical, Shoujo",Aki (Story & Art),Kurofune Zero,"2,284",19,7.811,16562,4355,"May  28, 2008 to 2012"
1306,A*D: Tenshi no Uso,https://myanimelist.net/manga/16669/AD__Tenshi_no_Uso,2,12,Finished,"Drama, Fantasy, Historical, Seinen","Urushibara, Yuki (Story & Art)",Afternoon,"5,198",72,7.811,16572,1961,"Nov  25, 2009 to Oct  25, 2010"
1307,Suiiki,https://myanimelist.net/manga/16692/Suiiki,13,Unknown,Finished,"Comedy, Drama, Romance, School","Okita, Masashi (Story), Unaji (Art)",    None,"1,908",27,7.811,16582,5154,"Aug  10, 2006 to Apr  8, 2017"
1308,Ookami-san Series,https://myanimelist.net/manga/19348/Ookami-san_Series,7,35,Finished,"Fantasy, Historical, Romance, Shoujo","Nakano, Emiko (Story & Art)",LaLa DX,"2,370",32,7.811,16592,4204,"Dec  10, 2004 to Jun  10, 2014"
1309,Mikado no Shihou,https://myanimelist.net/manga/20663/Mikado_no_Shihou,12,36,Finished,"Fantasy, Romance, Shoujo, Supernatural","Kakizaki, Muku (Story & Art)",Ichiraci,"2,005",40,7.811,16602,4943,"Jan  20, 2012 to Oct  20, 2015"
1310,Kamisama Gakuen@Armeria,https://myanimelist.net/manga/35519/Kamisama_GakuenArmeria,1,5,Finished,"Romance, Shoujo","Kyoumachi, Hisa (Story & Art)",ChuChu,"2,160",3,7.811,16612,4588,Nov 2009 to Jan 2010
1311,"Datte, Kimi ga Warau kara",https://myanimelist.net/manga/35587/Datte_Kimi_ga_Warau_kara,Unknown,Unknown,Publishing,"Comedy, Ecchi, Fantasy, Romance, Harem, Slice of Life, Seinen","Inui, Takemaru (Story & Art)",Comic Ryu,"53,707","2,918",7.811,16622,111,"Mar  19, 2012 to ?"
1312,Monster Musume no Iru Nichijou,https://myanimelist.net/manga/36213/Monster_Musume_no_Iru_Nichijou,10,41,Finished,"Drama, Shounen Ai, Psychological, Seinen, Gender Bender","Fumi, Fumiko (Story & Art)",Comic Ryu,"7,370",264,7.811,16632,1313,"Mar  19, 2012 to Dec  19, 2015"
1313,Bokura no Hentai,https://myanimelist.net/manga/41973/Bokura_no_Hentai,2,11,Finished,"Adventure, Fantasy, Game, Sci-Fi","Kawahara, Reki (Story), abec (Art)",    None,"2,338",41,7.811,16642,4266,"Oct  24, 2012 to Jun  26, 2013"
1314,Sword Art Online Side Stories,https://myanimelist.net/manga/46582/Sword_Art_Online_Side_Stories,Unknown,Unknown,Publishing,"Action, Mystery, Shounen",FLIPFLOPs (Story & Art),Bessatsu Shounen Champion,"19,456",580,7.821,16242,401,"Dec  12, 2012 to ?"
1315,Darwin's Game,https://myanimelist.net/manga/48881/Darwins_Game,Unknown,Unknown,Finished,"Action, Adventure, Fantasy, Magic","Yoshino, Takumi (Story), MID (Art)",    None,389,11,7.811,16652,15246,"Oct  15, 2005 to ?"
1316,Rain,https://myanimelist.net/manga/52117/Rain,15,124,Finished,"Slice of Life, Seinen","Shinohara, Umiharu (Story & Art)",Weekly Manga Times,371,11,7.811,16662,15602,"Dec  24, 2010 to Feb  24, 2017"
1317,Toshokan no Aruji,https://myanimelist.net/manga/57767/Toshokan_no_Aruji,2,12,Finished,"Drama, Historical, Josei",Hozumi (Story & Art),Flowers (Monthly),"2,252",47,7.811,16672,4427,"Aug  28, 2012 to Aug  28, 2013"
1318,Sayonara Sorcier,https://myanimelist.net/manga/59191/Sayonara_Sorcier,1,9,Finished,"Drama, Fantasy, Supernatural","Kasai, Ayumi (Art), Akuno-P (Story)",    None,375,7,7.811,16692,15513,"Dec  22, 2012"
1319,Aku no Taizai: Venomania-kou no Kyouki,https://myanimelist.net/manga/61877/Aku_no_Taizai__Venomania-kou_no_Kyouki,Unknown,Unknown,Publishing,"Action, Fantasy, Magic, School","Kagami, Takaya (Story), Katou, Yuuki (Art)",    None,"1,803",39,7.811,16702,5421,"Nov  20, 2013 to ?"
1320,Mokushiroku Alice,https://myanimelist.net/manga/61963/Mokushiroku_Alice,Unknown,Unknown,Publishing,"Mystery, Supernatural","Kaminaga, Manabu (Story), Suzuki, Yasushi (Art)",    None,258,0,7.811,16712,18412,"Jul  25, 2013 to ?"
1321,Shinrei Tantei Yakumo: Another Files,https://myanimelist.net/manga/65987/Shinrei_Tantei_Yakumo__Another_Files,6,50,Finished,"Drama, Sports, Seinen","Unno, Sorata (Art), Miura, Shion (Story)",Young Jump (Monthly),647,9,7.811,16722,11521,"2007 to Nov  17, 2009"
1322,Kaze ga Tsuyoku Fuiteiru,https://myanimelist.net/manga/66241/Kaze_ga_Tsuyoku_Fuiteiru,Unknown,Unknown,Publishing,"Action, Fantasy","himesuz (Art), Hitsuji, Gamei (Story), Nekonabe, Ao (Art)",    None,"2,301",61,7.811,16732,4321,"Apr  25, 2014 to ?"
1323,Isekai Mahou wa Okureteru!,https://myanimelist.net/manga/70363/Isekai_Mahou_wa_Okureteru,4,44,Finished,"Drama, Seinen","Mochizuki, Minetaro (Art), Yamamoto, Shuugorou (Story)",Big Comic Spirits,697,14,7.811,16742,11041,"Sep  3, 2012 to Feb  9, 2015"
1324,Chiisakobee,https://myanimelist.net/manga/77047/Chiisakobee,Unknown,1,Finished,"Comedy, School, Sports","Terajima, Yuuji (Story & Art)",    None,581,7,7.811,16752,12306,"Mar  17, 2014"
1325,Kuramochi Youichi Special Bangai-hen: OutRun,https://myanimelist.net/manga/78601/Kuramochi_Youichi_Special_Bangai-hen__OutRun,1,6,Finished,"Drama, Romance, School, Harem, Psychological","Hirose, Shuu (Art), Front Wing (Story), Narumi, Eiji (Story)",Champion Cross,991,11,7.811,16772,8704,"Apr  14, 2015 to Aug  18, 2015"
1326,Grisaia no Rakuen: Sanctuary Fellows,https://myanimelist.net/manga/88482/Grisaia_no_Rakuen__Sanctuary_Fellows,3,9,Finished,"Drama, Fantasy, Magic","Magica Quartet (Story), Hanokage (Story & Art)",Manga Time Kirara☆Magica,"1,912",24,7.811,16782,5145,"Jun  10, 2015 to Oct  8, 2016"
1327,Mahou Shoujo Madoka★Magica: Majuu-hen,https://myanimelist.net/manga/90309/Mahou_Shoujo_Madoka★Magica__Majuu-hen,2,40,Finished,"Drama, Seinen","Kamimura, Kazuo (Story & Art)",Manga Action,285,7,7.811,16792,17642,"Oct  15, 1974 to Jul  15, 1975"
1328,Rikon Club,https://myanimelist.net/manga/94115/Rikon_Club,Unknown,Unknown,Publishing,"Comedy, School, Shounen, Supernatural",Ukami (Story & Art),"Comic Dengeki Daioh ""g""","7,625",237,7.811,16812,1278,"Dec  27, 2013 to ?"
1329,Gabriel DropOut,https://myanimelist.net/manga/96526/Gabriel_DropOut,Unknown,Unknown,Publishing,"Comedy, Fantasy, Magic, Shounen, Slice of Life, Supernatural","Kumanomata, Kagiji (Story & Art)",Shounen Sunday,"5,998",124,7.811,16822,1661,"May  11, 2016 to ?"
1330,Maoujou de Oyasumi,https://myanimelist.net/manga/98639/Maoujou_de_Oyasumi,Unknown,Unknown,Publishing,Fantasy,"keepout (Art), Takayama, Liz (Story)",    None,880,10,7.811,16832,9493,"Jan  25, 2016 to ?"
1331,Isekai Yakkyoku,https://myanimelist.net/manga/99039/Isekai_Yakkyoku,10,50,Finished,"Mystery, Historical, Romance, Shoujo","Miyako, Ritsu (Story & Art)",Bessatsu Hana to Yume,"1,519",22,7.811,16842,6324,"Jun  26, 2012 to Mar  26, 2018"
1332,Usotoki Rhetoric,https://myanimelist.net/manga/99575/Usotoki_Rhetoric,Unknown,Unknown,Publishing,"Comedy, Shounen, Super Power",jin (Story & Art),Dragon Age,"4,164",80,7.811,16852,2451,"May  9, 2015 to ?"
1333,Zannen Onna Kanbu Black General-san,https://myanimelist.net/manga/100817/Zannen_Onna_Kanbu_Black_General-san,Unknown,Unknown,Publishing,"Action, Comedy, Ecchi, Fantasy, Romance, Harem","Tsurusaki, Takahiro (Art), Tsukiyo, Rui (Story)",    None,922,13,7.811,16862,9183,"Dec  15, 2016 to ?"
1334,Maou-sama no Machizukuri!: Saikyou no Dungeon wa Kindai Toshi,https://myanimelist.net/manga/102419/Maou-sama_no_Machizukuri__Saikyou_no_Dungeon_wa_Kindai_Toshi,5,Unknown,Finished,"Comedy, Slice of Life","Kohinata, Iroha (Art)",    None,435,2,7.811,16872,14439,"May  12, 2017 to Oct  11, 2018"
1335,Sakura Quest,https://myanimelist.net/manga/104273/Sakura_Quest,3,16,Finished,"Fantasy, Magic, Shounen, Supernatural","Abeno, Chaco (Story & Art)",Dragon Age,461,1,7.811,16882,14010,"Feb  9, 2017 to Jun  9, 2018"
1336,Trinity Seven: Liese Chronicle,https://myanimelist.net/manga/104333/Trinity_Seven__Liese_Chronicle,Unknown,Unknown,Publishing,"Comedy, Romance",Shiromanta (Story & Art),    None,"4,886",107,7.811,16892,2086,"Mar  28, 2018 to ?"
1337,Senpai ga Uzai Kouhai no Hanashi,https://myanimelist.net/manga/113560/Senpai_ga_Uzai_Kouhai_no_Hanashi,Unknown,Unknown,Publishing,"Comedy, Drama, Romance, Gender Bender","Konayama, Kata (Story & Art)",Comic MeDu,941,40,7.801,17322,9027,"Jun  1, 2018 to ?"
1338,Fukakai na Boku no Subete wo,https://myanimelist.net/manga/115217/Fukakai_na_Boku_no_Subete_wo,Unknown,Unknown,Publishing,"School, Slice of Life",Tsukumizu (Story & Art),Comic Cune,811,26,7.811,16902,10046,"Jan  26, 2019 to ?"
1339,Shimeji Simulation,https://myanimelist.net/manga/117851/Shimeji_Simulation,14,70,Finished,"Mystery, Fantasy, Horror, Shoujo, Supernatural, Psychological","Akino, Matsuri (Story & Art)",Horror Comics Special,"1,485",19,7.801,16912,6439,"Oct 2000 to Aug  28, 2007"
1340,Genjuu no Seiza,https://myanimelist.net/manga/322/Genjuu_no_Seiza,11,67,Finished,"Comedy, Shoujo","Tokeino, Hari (Story & Art)",LaLa,"4,112",90,7.801,16922,2486,"Mar  17, 2003 to Mar  24, 2009"
1341,Oniichan to Issho,https://myanimelist.net/manga/469/Oniichan_to_Issho,11,Unknown,Finished,"Action, Adventure, Fantasy","Shimizu, Aki (Story & Art)",    None,"1,757",113,7.801,16932,5548,"Sep  21, 2002 to Apr 2006"
1342,Gensou Suikoden III: Unmei no Keishousha,https://myanimelist.net/manga/536/Gensou_Suikoden_III__Unmei_no_Keishousha,18,74,Finished,"Comedy, Romance, School, Shoujo","Kanno, Aya (Story & Art)",Bessatsu Hana to Yume,"17,919",560,7.801,16942,445,"Mar  25, 2006 to Nov  26, 2012"
1343,Otomen,https://myanimelist.net/manga/878/Otomen,5,21,Finished,"Romance, School, Shoujo, Slice of Life","Tooyama, Ema (Story & Art)",Nakayoshi,"29,583",837,7.801,16952,248,"Jun  2, 2007 to Dec  17, 2008"
1344,Koko ni Iru yo!,https://myanimelist.net/manga/2923/Koko_ni_Iru_yo,24,Unknown,Finished,"School, Shoujo","Shouji, Youko (Story & Art)",Shoujo Friend,155,1,7.801,16962,22476,"Apr  6, 1977 to Jan  30, 1984"
1345,Seito Shokun!,https://myanimelist.net/manga/5909/Seito_Shokun,8,29,Finished,"Mystery, Historical, Shounen","Sakuraba, Kazuki (Story), Amano, Sakuya (Art)",Dragon Age,"3,963",51,7.801,16972,2567,"Dec  8, 2007 to Apr  9, 2012"
1346,Gosick,https://myanimelist.net/manga/6248/Gosick,Unknown,Unknown,Publishing,"School, Sports, Slice of Life, Seinen","Kobayashi, Ritz (Story & Art)",Young Gangan,"6,829",388,7.801,16982,1430,"Feb  3, 2006 to ?"
1347,Saki,https://myanimelist.net/manga/6310/Saki,14,82,Finished,"Action, Ecchi, Romance, Vampire, Supernatural, Seinen, Thriller","Tamaki, Nozomu (Story & Art)",Comic Flapper,"21,811",776,7.801,16992,369,"Dec  5, 2005 to Sep  5, 2012"
1348,Dance in the Vampire Bund,https://myanimelist.net/manga/7627/Dance_in_the_Vampire_Bund,48,350,Finished,"Action, Drama, Historical, Martial Arts, Samurai, Seinen","Koyama, Yuu (Story & Art)",Big Comic Superior,"2,295",48,7.801,17002,4332,"1994 to Nov  14, 2008"
1349,Azumi,https://myanimelist.net/manga/7842/Azumi,1,6,Finished,"Action, Adventure, Shounen","Takahashi, Yoshihiro (Story & Art)",    None,"1,036",31,7.801,17012,8458,2000 to 2003
1350,Ginga Densetsu Riki,https://myanimelist.net/manga/8901/Ginga_Densetsu_Riki,Unknown,3,Finished,Slice of Life,"Amano, Kozue (Story & Art)",    None,"1,486",11,7.801,17022,6436,"Mar  29, 2006 to Jul  30, 2008"
1351,Aria Special Navigations,https://myanimelist.net/manga/9468/Aria_Special_Navigations,6,39,Finished,"Action, Fantasy, Magic, Romance","Nanto, Hanamaru (Art), Yamato, Takahiro (Story)",    None,"2,401",55,7.791,17482,4157,"Jan  19, 2002 to Oct  20, 2005"
1352,Kaze no Stigma,https://myanimelist.net/manga/10312/Kaze_no_Stigma,2,14,Finished,"Drama, Supernatural, Josei","Mihara, Mitsukazu (Story & Art)",Feel Young,"1,511",30,7.801,17042,6349,"Nov  8, 2006 to Mar  8, 2008"
1353,Tamashii no Futago,https://myanimelist.net/manga/10528/Tamashii_no_Futago,14,90,Finished,"Action, Drama, Historical, Seinen, Gender Bender","Itou, Yuu (Story & Art)",Gekkan! Spirits,"4,826",108,7.801,17062,2104,"Dec  22, 2008 to Mar  27, 2017"
1354,Shut Hell,https://myanimelist.net/manga/11701/Shut_Hell,3,21,Finished,"Romance, Shoujo, Slice of Life","Kabei, Yukako (Story), Takarai, Rihito (Art)",Sylph,"11,633",157,7.801,17072,781,2007 to 2011
1355,Torikagosou no Kyou mo Nemutai Juunin-tachi,https://myanimelist.net/manga/14499/Torikagosou_no_Kyou_mo_Nemutai_Juunin-tachi,6,46,Finished,"Action, Adventure, Fantasy","Kitsutsuki, Shinki (Story & Art)",Yomban,"1,053",19,7.801,17082,8359,"Oct  1, 2009 to Sep  2, 2013"
1356,Eiyuu Densetsu: Sora no Kiseki,https://myanimelist.net/manga/17390/Eiyuu_Densetsu__Sora_no_Kiseki,Unknown,Unknown,Publishing,"Comedy, Romance, School, Slice of Life",Ishiki (Story & Art),Manga Time Kirara,"5,612",96,7.801,17092,1806,"Sep  9, 2006 to ?"
1357,Acchi Kocchi,https://myanimelist.net/manga/17775/Acchi_Kocchi,4,25,Finished,"Comedy, Drama, Music, Shoujo","Kim, Jea-Eun (Story & Art)",Party,"3,939",65,7.801,17102,2583,2009 to 2011
1358,Teen Spirit,https://myanimelist.net/manga/17851/Teen_Spirit,11,59,Finished,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural","Hattori, Mitsuru (Story & Art)",Bessatsu Shounen Magazine,"57,713","2,115",7.801,17112,91,"Dec  9, 2009 to Nov  8, 2014"
1359,Sankarea,https://myanimelist.net/manga/18597/Sankarea,2,14,Finished,"Mystery, Drama","Nakamura, Asumiko (Story & Art)",Manga Erotics F,"3,462",58,7.801,17122,2935,2008 to 2012
1360,Utsubora,https://myanimelist.net/manga/20096/Utsubora,34,Unknown,Finished,Sports,"Muraeda, Kenichi (Story & Art)",Shounen Sunday,214,9,7.801,17132,19835,1992 to 1998
1361,Oretachi no Field,https://myanimelist.net/manga/21252/Oretachi_no_Field,23,134,Finished,"Comedy, Sports","Mugiwara, Shintarou (Story & Art)",CoroCoro Comic,634,37,7.801,17142,11680,"Aug  15, 2000 to Sep  15, 2011"
1362,Dorabase: Doraemon Super Baseball Gaiden,https://myanimelist.net/manga/22520/Dorabase__Doraemon_Super_Baseball_Gaiden,8,68,Finished,"Action, Adventure, Comedy, Fantasy, Magic, Romance, Shounen","Iwamoto, Naoki (Story & Art)",Shounen Jump (Weekly),"14,115",385,7.801,17152,610,"Feb  28, 2011 to Aug  11, 2012"
1363,Magico,https://myanimelist.net/manga/24825/Magico,1,15,Finished,"Comedy, Romance, School, Supernatural",    None,    None,472,6,7.801,17162,13827,"Mar  10, 2010"
1364,Persona 3 Portable Dengeki Comic Anthology,https://myanimelist.net/manga/25105/Persona_3_Portable_Dengeki_Comic_Anthology,2,Unknown,Publishing,"Adventure, Sci-Fi","Morita, Yuzuka (Art)",Shounen Ace,"1,713",14,7.801,17172,5671,"Jan  10, 2011 to Mar  26, 2013"
1365,Steins;Gate: Shijou Saikyou no Slight Fever,https://myanimelist.net/manga/28897/Steins_Gate__Shijou_Saikyou_no_Slight_Fever,Unknown,Unknown,Publishing,"Comedy, Slice of Life",Minami (Story & Art),    None,673,25,7.801,17182,11283,"Jun  5, 2008 to ?"
1366,Chibi Miku-san,https://myanimelist.net/manga/31289/Chibi_Miku-san,25,229,Finished,"Comedy, Romance, School, Shounen, Harem","Komi, Naoshi (Story & Art)",Shounen Jump (Weekly),"122,688","10,935",7.801,17192,18,"Nov  7, 2011 to Aug  8, 2016"
1367,Nisekoi,https://myanimelist.net/manga/31499/Nisekoi,16,Unknown,Finished,"Action, Adventure, Drama, Fantasy, Historical","Amano, Yoshitaka (Art), Tanaka, Yoshiki (Story)",    None,"1,135",32,7.801,17202,7933,"Aug 1986 to Dec  14, 2017"
1368,Arslan Senki,https://myanimelist.net/manga/32793/Arslan_Senki,1,8,Finished,"Shounen Ai, Slice of Life","Ichikawa, Kei (Story & Art)",Citron,"7,909",81,7.801,17212,1230,"Nov  1, 2010 to Nov  1, 2011"
1369,Slow Starter,https://myanimelist.net/manga/35691/Slow_Starter,6,42,Finished,"Comedy, Drama, Music, Seinen","Bandai-Namco (Story), Takahashi, Tatsuya (Story), mana (Art)",Comic REX,891,19,7.801,17222,9387,"Aug  27, 2012 to Aug  27, 2016"
1370,The iDOLM@STER,https://myanimelist.net/manga/44037/The_iDOLMSTER,4,78,Finished,"Comedy, Slice of Life, Seinen","Takatsu, Karino (Story & Art)",Big Gangan,"2,922",24,7.801,17232,3483,"Jun  29, 2007 to Jun  25, 2014"
1371,Servant x Service,https://myanimelist.net/manga/49097/Servant_x_Service,7,37,Finished,"Mystery, Drama, School, Supernatural","Shiina, You (Art), Kouno, Yutaka (Story)",    None,578,6,7.811,16682,12340,"May  30, 2009 to Mar  31, 2012"
1372,Sakurada Reset,https://myanimelist.net/manga/61379/Sakurada_Reset,5,34,Finished,"Romance, Shoujo",Ke Li (Story & Art),    None,505,4,7.801,17242,13318,2011 to 2014
1373,Xu Ge Yuan Ba! Da Xi,https://myanimelist.net/manga/61941/Xu_Ge_Yuan_Ba_Da_Xi,3,22,Finished,"Demons, Mystery, Slice of Life, Supernatural",Soumatou (Story & Art),Tonari no Young Jump,"8,247",224,7.801,17252,1161,"May  24, 2011 to Jun  17, 2016"
1374,Kuro,https://myanimelist.net/manga/67979/Kuro,1,Unknown,Finished,"Comedy, Fantasy","Haruhara, Robinson (Story & Art)",    None,555,1,7.801,17262,12628,"Nov  22, 2013"
1375,Senyuu.: Alba/Ross-hen - Minato Machi no Eiyuu,https://myanimelist.net/manga/70807/Senyuu__Alba_Ross-hen_-_Minato_Machi_no_Eiyuu,Unknown,Unknown,Publishing,"Historical, Slice of Life, Seinen","Sassa, Taiga (Story & Art)",Harta,575,3,7.821,16342,12365,"Mar  15, 2013 to ?"
1376,Fushigi no Kuni no Bird,https://myanimelist.net/manga/90153/Fushigi_no_Kuni_no_Bird,Unknown,Unknown,Publishing,"Action, Fantasy","Shino, Touko (Art), Yamashita, Minato (Story)",    None,195,9,7.801,17272,20639,"Nov  30, 2015 to ?"
1377,Ouroboros Record,https://myanimelist.net/manga/94437/Ouroboros_Record,Unknown,Unknown,Publishing,"Fantasy, Slice of Life","Gureishi, Yako (Story & Art)",Web Comic Zenyon,"7,265",79,7.811,16802,1338,"Apr  26, 2015 to ?"
1378,Somali to Mori no Kamisama,https://myanimelist.net/manga/95452/Somali_to_Mori_no_Kamisama,2,26,Finished,"Sci-Fi, Psychological, Seinen","Dowman, Sayman (Story & Art)",Ultra Jump,"1,204",27,7.801,17292,7584,"Jan  19, 2017 to Jan  19, 2019"
1379,Melancholia,https://myanimelist.net/manga/103803/Melancholia,3,12,Finished,Drama,"Kirihara, Idumi (Art), Sumino, Yoru (Story)",Monthly Action,519,8,7.781,18412,13122,"Sep  23, 2017 to Aug  25, 2018"
1380,"Mata, Onaji Yume wo Miteita",https://myanimelist.net/manga/110160/Mata_Onaji_Yume_wo_Miteita,Unknown,1,Finished,Romance,"Suzuki, Julietta (Story & Art)",    None,127,2,7.801,17302,24264,"Dec  20, 2016"
1381,Kamisama Hajimemashita: Sonogo no Futari,https://myanimelist.net/manga/110668/Kamisama_Hajimemashita__Sonogo_no_Futari,Unknown,Unknown,Publishing,"Ecchi, Mecha, Sci-Fi, Shounen","Yabuki, Kentarou (Art), Code:000 (Story)",Shounen Jump+,"10,208",376,7.801,17312,911,"Jan  14, 2018 to ?"
1382,Darling in the FranXX,https://myanimelist.net/manga/111512/Darling_in_the_FranXX,3,47,Finished,"Drama, Romance, Supernatural, Psychological",Jeongseo (Story & Art),Naver Webtoon,"1,554",29,7.791,17792,6172,"Apr  18, 2016 to Mar  13, 2017"
1383,Transparent Cohabitation,https://myanimelist.net/manga/112382/Transparent_Cohabitation,6,35,Finished,"Comedy, Drama, Romance, School, Sci-Fi, Shoujo","Watase, Yuu (Story & Art)",Sho-Comi,"32,882","1,778",7.791,17332,216,"May  20, 2003 to Oct  5, 2004"
1384,Zettai Kareshi.,https://myanimelist.net/manga/71/Zettai_Kareshi,33,330,Finished,"Action, Adventure, Comedy, Fantasy, Romance, Shounen","Anzai, Nobuyuki (Story & Art)",Shounen Sunday,"11,521",351,7.791,17342,790,"Mar  22, 1995 to Oct  30, 2002"
1385,Rekka no Honoo,https://myanimelist.net/manga/136/Rekka_no_Honoo,9,34,Finished,"Action, Adventure, Shounen","Fujiyama, Kairi (Story & Art)",Shounen Sirius,"2,036",47,7.791,17352,4867,"May  26, 2005 to Feb  26, 2008"
1386,Dragon Eye,https://myanimelist.net/manga/343/Dragon_Eye,10,44,Finished,"Romance, Shoujo, Sports, Gender Bender","Seino, Shizuru (Story & Art)",Bessatsu Friend,"12,800",357,7.791,17362,689,"Aug  11, 1999 to 2002"
1387,Power!!,https://myanimelist.net/manga/483/Power,18,236,Finished,"Comedy, Sci-Fi, Shounen, Slice of Life","Toriyama, Akira (Story & Art)",Shounen Jump (Weekly),"9,429",489,7.791,17372,995,"Jan  22, 1980 to Aug  28, 1984"
1388,Dr. Slump,https://myanimelist.net/manga/796/Dr_Slump,15,Unknown,Finished,"Comedy, School, Shoujo, Slice of Life","Morinaga, Ai (Story & Art)",Asuka (Monthly),"1,188",13,7.791,17382,7653,Apr 1996 to Dec 2000
1389,Yamada Tarou Monogatari,https://myanimelist.net/manga/863/Yamada_Tarou_Monogatari,10,40,Finished,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, School, Shounen, Vampire, Harem, Supernatural","Ikeda, Akihisa (Story & Art)",Shounen Jump (Monthly),"68,062","3,554",7.791,17392,63,"Jul  6, 2004 to May  5, 2007"
1390,Rosario to Vampire,https://myanimelist.net/manga/894/Rosario_to_Vampire,10,119,Finished,"Comedy, Romance, Slice of Life, Seinen","Hoshisato, Mochiru (Story & Art)",Big Comic Spirits,"3,103",50,7.791,17402,3267,Oct 1990 to Apr 1993
1391,Living Game,https://myanimelist.net/manga/1189/Living_Game,1,8,Finished,"Comedy, Sci-Fi, Shounen","Tanigawa, Nagaru (Story), Mizuno, Makoto (Art)",Shounen Ace,"3,385",189,7.791,17412,2999,"Mar  26, 2004 to Oct  26, 2004"
1392,Suzumiya Haruhi no Yuuutsu,https://myanimelist.net/manga/1253/Suzumiya_Haruhi_no_Yuuutsu,14,88,Finished,"Drama, School, Shounen, Sports, Slice of Life","Asada, Hiroyuki (Story & Art)",Shounen Jump (Monthly),"2,663",66,7.791,17422,3821,"Nov  6, 1995 to May  6, 2004"
1393,I'll,https://myanimelist.net/manga/1293/Ill,30,Unknown,Finished,"Comedy, Romance, Shoujo, Vampire, Supernatural","Ikeno, Koi (Story & Art)",Ribon Magazine,941,32,7.791,17432,9020,Jul 1982 to Oct 1994
1394,Tokimeki Tonight,https://myanimelist.net/manga/1748/Tokimeki_Tonight,2,6,Finished,"Drama, Shoujo","Yoshi (Story), Yoshii, Yuu (Art)",Bessatsu Friend,"5,784",29,7.791,17442,1738,2005
1395,Deep Love: Host,https://myanimelist.net/manga/1848/Deep_Love__Host,4,22,Finished,"Comedy, Fantasy, Romance, Shoujo, Supernatural","Tanaka, Meca (Story & Art)",LaLa,"3,484",19,7.791,17452,2915,2004 to 2006
1396,Sailor Fuku ni Onegai!,https://myanimelist.net/manga/4067/Sailor_Fuku_ni_Onegai,5,21,Finished,"Fantasy, Romance, Shoujo","Hikawa, Kyouko (Story)",Melody,"1,410",7,7.791,17462,6713,2005 to 2009
1397,Otogimoyou Ayanishiki,https://myanimelist.net/manga/4216/Otogimoyou_Ayanishiki,2,19,Finished,"Demons, Mystery, Fantasy, Historical, Horror, Supernatural, Seinen","Ninagawa, Yaeko (Story & Art)",Young Gangan,"4,025",53,7.791,17472,2536,"Aug  17, 2007 to Aug  1, 2008"
1398,Mononoke,https://myanimelist.net/manga/5158/Mononoke,1,7,Finished,"Mystery, Drama, Sci-Fi, Police, Psychological","Saiki, Keita (Art), Yamada, Masaki (Story)",    None,741,9,7.791,17492,10637,"Mar  1, 2004"
